194 0.05 0.01
195 0.04 0.01
196 0.04 0.01
197 0.05 0.01
198 0.05 0.01
199 0.04 0.01
200 0.05 0.01
201 0.05 0.01
202 0.05 0.01
203 0.05 0.01
204 0.05 0.01
205 0.05 0.01
206 0.05 0.01
207 0.05 0.01
208 0.05 0.01
209 0.05 0.01
210 0.06 0.01
211 0.05 0.01
212 0.05 0.01
213 0.06 0.01
214 0.06 0.01
215 0.06 0.01
216 0.06 0.01
217 0.06 0.01
218 0.06 0.01
219 0.06 0.01
220 0.06 0.01
221 0.06 0.01
222 0.06 0.01
223 0.06 0.01
224 0.07 0.01
225 0.07 0.01
226 0.06 0.01
227 0.07 0.01
228 0.07 0.01
229 0.07 0.01
230 0.07 0.01
231 0.07 0.01
232 0.07 0.01
233 0.07 0.01
234 0.06 0.01
235 0.07 0.01
236 0.07 0.01
237 0.08 0.01
238 0.08 0.01
239 0.07 0.01
240 0.08 0.01
241 0.08 0.01
242 0.08 0.01
243 0.08 0.01
244 0.08 0.01
245 0.08 0.01
246 0.09 0.01
247 0.08 0.01
248 0.08 0.01
249 0.09 0.01
250 0.09 0.01
251 0.09 0.01
252 0.09 0.01
253 0.09 0.01
254 0.09 0.01
255 0.09 0.01
256 0.10 0.01
257 0.09 0.01
258 0.09 0.01
259 0.09 0.01
260 0.10 0.01
261 0.10 0.01
262 0.09 0.01
263 0.10 0.01
264 0.10 0.01
265 0.10 0.01
266 0.10 0.01
267 0.10 0.01
268 0.11 0.01
269 0.11 0.01
270 0.10 0.01
271 0.11 0.01
272 0.11 0.01
273 0.10 0.01
274 0.11 0.01
275 0.11 0.01
276 0.12 0.01
277 0.12 0.01
278 0.12 0.01
279 0.12 0.01
280 0.12 0.01
281 0.12 0.01
282 0.12 0.01
283 0.12 0.01
284 0.13 0.01
285 0.13 0.01
286 0.13 0.01
287 0.12 0.01
288 0.13 0.01
289 0.13 0.01
290 0.12 0.01
291 0.12 0.01
292 0.13 0.01
293 0.13 0.01
294 0.13 0.01
295 0.14 0.01
296 0.14 0.01
297 0.14 0.01
298 0.15 0.01
299 0.14 0.01
300 0.15 0.01
